species,animal_id,t,body_temp_c,heart_rate_bpm,resp_rate_bpm,activity_idx,cough_count,rumination_min,ambient_temp_c,ambient_humidity_pct,label
Chicken,CH_026,12,41.45,280.01,31.66,0.487,0,0.0,27.25,71.19,0
Chicken,CH_026,13,41.22,280.86,31.56,0.536,0,0.0,24.83,68.31,0
Chicken,CH_026,14,41.442,280.62,30.23,0.596,0,0.0,23.12,70.22,0
Chicken,CH_026,15,41.199,277.01,29.62,0.575,0,0.0,21.65,67.23,0
Chicken,CH_026,16,41.331,278.18,29.85,0.523,0,0.0,23.19,74.82,0
Chicken,CH_026,17,41.52,277.93,31.87,0.486,0,0.0,20.89,71.4,0
Chicken,CH_026,18,41.162,279.51,29.08,0.547,0,0.0,21.01,59.47,0
Chicken,CH_026,19,41.482,280.3,30.63,0.518,1,0.0,22.07,66.95,0
Chicken,CH_026,20,41.516,280.49,29.43,0.517,0,0.0,22.1,59.89,0
Chicken,CH_026,21,41.328,276.51,30.37,0.54,0,0.0,22.62,52.17,0
Chicken,CH_026,22,42.225,334.51,40.12,0.247,5,0.0,23.68,47.5,1
Chicken,CH_026,23,42.616,336.2,42.76,0.311,3,0.0,27.23,53.37,1
Chicken,CH_026,24,41.581,277.31,29.05,0.538,0,0.0,25.87,66.43,0
Chicken,CH_026,25,42.585,330.59,39.35,0.264,2,0.0,29.73,52.77,1
Chicken,CH_026,26,41.694,280.31,31.37,0.582,1,0.0,31.28,52.84,0
Chicken,CH_026,27,41.631,278.13,33.08,0.545,0,0.0,31.98,61.83,0
Chicken,CH_026,28,41.68,283.11,33.28,0.543,0,0.0,31.77,70.81,0
Chicken,CH_026,29,41.598,281.66,30.85,0.575,1,0.0,31.85,67.18,0
Chicken,CH_026,30,41.654,280.55,30.21,0.587,0,0.0,31.87,69.87,0
Chicken,CH_026,31,41.419,279.95,33.36,0.457,0,0.0,32.98,75.44,0
Chicken,CH_026,32,41.522,280.63,31.83,0.554,0,0.0,32.72,71.2,0
Chicken,CH_026,33,42.663,334.66,35.92,0.32,2,0.0,31.26,73.73,1
Chicken,CH_026,34,42.587,338.16,41.28,0.308,7,0.0,30.56,77.41,1
Chicken,CH_026,35,41.53,278.85,31.63,0.542,1,0.0,28.34,78.6,0
Chicken,CH_026,36,42.43,338.07,39.48,0.286,3,0.0,27.96,77.48,1
Chicken,CH_026,37,41.385,279.96,31.1,0.61,1,0.0,24.68,76.04,0
Chicken,CH_026,38,41.34,279.83,30.2,0.42,0,0.0,23.29,71.68,0
Chicken,CH_026,39,41.563,279.87,30.57,0.477,0,0.0,21.83,72.2,0
Chicken,CH_026,40,42.201,332.64,39.81,0.27,4,0.0,21.84,64.28,1
Chicken,CH_026,41,42.628,334.98,38.49,0.272,2,0.0,21.49,69.55,1
Chicken,CH_026,42,41.499,280.6,31.77,0.617,0,0.0,21.26,64.17,0
Chicken,CH_026,43,42.255,333.07,37.87,0.316,0,0.0,22.68,68.65,1
Chicken,CH_026,44,41.434,278.3,28.6,0.484,1,0.0,21.0,53.26,0
Chicken,CH_026,45,41.341,279.45,30.34,0.505,0,0.0,20.43,56.76,0
Chicken,CH_026,46,41.432,281.79,32.53,0.477,1,0.0,24.16,57.38,0
Chicken,CH_026,47,41.498,279.24,30.99,0.593,0,0.0,24.28,54.5,0
Chicken,CH_026,48,41.33,274.84,30.39,0.452,1,0.0,26.81,66.64,0
Chicken,CH_026,49,41.621,281.15,30.04,0.558,0,0.0,28.47,61.43,0
Chicken,CH_026,50,41.495,278.87,30.73,0.472,0,0.0,31.27,63.9,0
Chicken,CH_026,51,41.652,279.29,31.92,0.506,1,0.0,31.19,66.12,0
Chicken,CH_026,52,41.677,276.75,32.47,0.597,0,0.0,34.65,69.91,0
Chicken,CH_026,53,42.737,337.26,43.52,0.261,2,0.0,33.41,70.35,1
Chicken,CH_026,54,42.251,340.02,39.35,0.312,3,0.0,32.95,68.75,1
Chicken,CH_026,55,41.466,283.16,32.08,0.522,0,0.0,31.72,72.54,0
Chicken,CH_026,56,41.667,281.59,32.75,0.571,0,0.0,33.67,76.43,0
Chicken,CH_026,57,41.634,281.08,30.08,0.561,0,0.0,30.53,80.38,0
Chicken,CH_026,58,41.584,281.28,30.1,0.622,0,0.0,30.87,69.59,0
Chicken,CH_026,59,41.46,280.04,30.46,0.605,0,0.0,28.75,84.88,0
Chicken,CH_026,60,41.445,282.76,31.69,0.457,0,0.0,27.12,70.51,0
Chicken,CH_026,61,41.524,277.93,32.69,0.465,0,0.0,25.3,69.72,0
Chicken,CH_026,62,41.554,280.52,29.69,0.539,0,0.0,25.55,69.86,0
Chicken,CH_026,63,41.194,278.3,31.21,0.599,1,0.0,23.41,64.35,0
Chicken,CH_026,64,42.275,337.33,37.4,0.23,5,0.0,23.01,65.52,1
Chicken,CH_026,65,42.269,330.25,39.91,0.228,4,0.0,22.36,67.0,1
Chicken,CH_026,66,42.05,336.98,39.69,0.11,2,0.0,19.2,61.62,1
Chicken,CH_026,67,42.646,333.91,40.72,0.405,3,0.0,20.72,61.08,1
Chicken,CH_026,68,42.421,331.66,40.47,0.411,2,0.0,23.03,58.6,1
Chicken,CH_026,69,41.43,279.22,30.82,0.485,0,0.0,22.6,55.57,0
Chicken,CH_026,70,42.416,337.65,39.22,0.235,2,0.0,22.47,60.67,1
Chicken,CH_026,71,42.994,337.24,37.13,0.323,3,0.0,25.46,48.91,1
Chicken,CH_027,0,42.743,339.21,39.37,0.421,2,0.0,27.55,56.05,1
Chicken,CH_027,1,41.476,284.9,32.12,0.628,0,0.0,28.53,60.72,0
Chicken,CH_027,2,42.55,345.12,44.33,0.296,3,0.0,31.23,59.14,1
Chicken,CH_027,3,42.536,338.89,43.09,0.323,6,0.0,32.68,60.28,1
Chicken,CH_027,4,42.765,338.9,40.75,0.376,4,0.0,32.34,69.63,1
Chicken,CH_027,5,42.292,340.17,39.09,0.313,4,0.0,33.31,64.97,1
Chicken,CH_027,6,42.92,341.07,40.07,0.419,3,0.0,33.58,74.53,1
Chicken,CH_027,7,41.445,285.07,32.7,0.634,0,0.0,34.78,75.46,0
Chicken,CH_027,8,43.083,342.43,39.97,0.416,1,0.0,32.64,77.4,1
Chicken,CH_027,9,41.578,286.91,31.52,0.66,0,0.0,32.36,73.63,0
Chicken,CH_027,10,43.042,336.65,40.75,0.461,3,0.25,30.87,79.63,1
Chicken,CH_027,11,42.887,339.08,39.52,0.386,1,0.0,28.48,70.47,1
Chicken,CH_027,12,42.41,345.36,40.21,0.362,4,0.0,26.27,71.18,1
Chicken,CH_027,13,43.01,337.69,38.57,0.462,0,0.0,25.04,74.58,1
Chicken,CH_027,14,42.777,332.6,38.42,0.513,0,0.0,22.03,74.28,1
Chicken,CH_027,15,41.404,284.33,31.29,0.609,0,0.0,20.42,67.83,0
Chicken,CH_027,16,41.398,284.21,33.67,0.708,1,0.0,21.76,56.42,0
Chicken,CH_027,17,41.328,280.61,30.71,0.664,0,0.0,19.96,62.89,0
Chicken,CH_027,18,42.352,345.62,44.58,0.426,2,0.0,22.01,61.99,1
Chicken,CH_027,19,42.679,336.12,39.52,0.388,3,0.0,19.96,60.47,1
Chicken,CH_027,20,41.28,282.85,31.98,0.675,0,0.0,21.09,61.54,0
Chicken,CH_027,21,42.18,339.4,36.05,0.371,2,0.0,23.07,50.8,1
Chicken,CH_027,22,41.522,285.73,31.54,0.6,1,0.0,24.26,53.74,0
Chicken,CH_027,23,42.436,337.31,42.14,0.321,3,0.0,27.71,54.01,1
Chicken,CH_027,24,41.496,281.7,32.78,0.538,2,0.0,27.58,56.98,0
Chicken,CH_027,25,41.534,283.18,31.8,0.676,0,0.0,29.34,62.88,0
Chicken,CH_027,26,42.695,346.0,38.44,0.407,4,0.0,30.61,44.14,1
Chicken,CH_027,27,42.676,343.71,43.45,0.284,4,0.0,32.26,59.19,1
Chicken,CH_027,28,42.834,343.54,38.64,0.292,2,0.0,33.04,66.31,1
Chicken,CH_027,29,42.263,339.48,42.98,0.317,2,0.0,32.13,57.18,1
Chicken,CH_027,30,42.762,341.67,39.87,0.339,3,0.0,33.78,62.25,1
Chicken,CH_027,31,41.35,285.27,31.66,0.578,0,0.0,33.41,66.96,0
Chicken,CH_027,32,41.511,286.45,32.95,0.617,0,0.0,31.85,76.99,0
Chicken,CH_027,33,41.755,288.14,32.12,0.598,0,0.0,32.44,76.09,0
Chicken,CH_027,34,41.472,283.68,32.84,0.671,0,0.0,30.07,72.66,0
Chicken,CH_027,35,41.433,282.82,31.03,0.64,0,0.0,28.37,75.15,0
Chicken,CH_027,36,41.452,287.58,31.63,0.637,0,0.0,26.3,73.31,0
Chicken,CH_027,37,41.448,283.93,32.73,0.592,0,0.0,25.69,78.61,0
Chicken,CH_027,38,41.429,283.41,32.68,0.636,0,0.0,23.66,69.27,0
Chicken,CH_027,39,42.36,338.55,36.23,0.451,5,2.36,22.93,68.57,1
Chicken,CH_027,40,42.376,333.68,40.56,0.212,2,0.0,22.45,63.46,1
Chicken,CH_027,41,42.569,345.86,40.76,0.381,0,0.0,19.85,60.62,1
Chicken,CH_027,42,42.813,337.96,37.93,0.368,0,0.0,21.68,53.48,1
Chicken,CH_027,43,42.184,335.73,41.08,0.325,3,0.0,20.59,56.36,1
Chicken,CH_027,44,41.271,283.79,31.29,0.558,1,0.0,21.1,56.37,0
Chicken,CH_027,45,41.342,284.76,31.62,0.63,0,0.0,22.68,57.54,0
Chicken,CH_027,46,41.457,282.95,31.35,0.633,1,0.0,24.72,60.07,0
Chicken,CH_027,47,42.378,343.03,43.08,0.361,2,0.0,26.66,56.62,1
Chicken,CH_027,48,42.365,337.0,42.0,0.572,0,0.0,27.44,58.67,1
Chicken,CH_027,49,41.378,282.85,31.29,0.605,0,0.0,28.61,57.56,0
Chicken,CH_027,50,41.439,282.19,31.18,0.586,0,0.0,29.8,59.09,0
Chicken,CH_027,51,41.583,282.31,33.25,0.602,0,0.0,30.95,63.55,0
Chicken,CH_027,52,42.582,343.72,41.56,0.361,2,0.0,30.86,61.93,1
Chicken,CH_027,53,42.653,344.46,43.17,0.382,4,0.0,33.58,73.0,1
Chicken,CH_027,54,42.943,341.57,39.47,0.249,3,0.0,32.93,72.08,1
Chicken,CH_027,55,42.333,341.53,41.91,0.4,2,0.0,31.12,65.49,1
Chicken,CH_027,56,42.822,348.26,41.26,0.299,2,0.0,32.03,68.09,1
Chicken,CH_027,57,41.496,286.39,29.5,0.627,0,0.0,30.17,76.79,0
Chicken,CH_027,58,41.613,282.4,32.75,0.624,0,0.0,28.67,72.64,0
Chicken,CH_027,59,41.635,285.42,32.91,0.612,0,0.0,28.08,74.99,0
Chicken,CH_027,60,42.653,340.7,36.79,0.333,4,0.0,27.37,67.16,1
Chicken,CH_027,61,42.343,346.6,40.3,0.368,2,0.0,27.63,74.46,1
Chicken,CH_027,62,41.357,280.64,33.03,0.735,0,0.0,23.19,82.98,0
Chicken,CH_027,63,41.298,284.5,30.8,0.671,0,0.0,22.93,73.84,0
Chicken,CH_027,64,42.41,337.86,38.21,0.38,4,0.0,21.83,78.24,1
Chicken,CH_027,65,42.234,337.51,40.41,0.237,3,0.0,21.15,63.31,1
Chicken,CH_027,66,41.939,338.11,41.09,0.361,1,0.0,20.23,57.53,1
Chicken,CH_027,67,42.484,338.8,37.44,0.346,3,0.0,20.59,56.82,1
Chicken,CH_027,68,41.289,281.9,31.4,0.678,0,0.0,20.64,48.68,0
Chicken,CH_027,69,41.28,285.89,31.55,0.64,0,0.0,22.61,56.12,0
Chicken,CH_027,70,42.083,338.08,42.36,0.462,5,0.0,23.14,58.34,1
Chicken,CH_027,71,42.183,343.14,43.49,0.446,5,0.0,23.5,56.52,1
Chicken,CH_028,0,40.917,282.16,32.99,0.736,0,0.0,28.79,52.81,0
Chicken,CH_028,1,42.609,335.57,38.62,0.423,1,0.0,31.04,49.64,1
Chicken,CH_028,2,41.564,341.36,40.8,0.499,3,0.0,28.95,61.07,1
Chicken,CH_028,3,42.263,336.31,37.06,0.379,5,0.0,30.83,58.85,1
Chicken,CH_028,4,42.026,342.52,39.34,0.356,3,0.0,31.32,57.16,1
Chicken,CH_028,5,41.153,282.31,31.15,0.581,0,0.0,32.93,72.44,0
Chicken,CH_028,6,42.202,336.46,38.82,0.395,3,1.47,31.48,67.05,1
Chicken,CH_028,7,41.74,337.91,42.5,0.289,3,0.0,32.98,67.03,1
Chicken,CH_028,8,40.967,277.25,30.14,0.669,0,0.0,31.93,80.95,0
Chicken,CH_028,9,42.13,342.02,39.42,0.344,3,0.0,31.66,70.28,1
Chicken,CH_028,10,42.025,334.27,41.88,0.365,2,0.33,30.11,71.82,1
Chicken,CH_028,11,42.273,335.04,39.96,0.349,2,0.0,29.44,70.69,1
Chicken,CH_028,12,41.894,341.21,39.46,0.278,5,0.0,25.95,71.27,1
Chicken,CH_028,13,41.03,279.15,31.11,0.653,0,1.14,25.42,75.1,0
Chicken,CH_028,14,40.902,280.59,28.83,0.717,1,0.0,22.86,68.14,0
Chicken,CH_028,15,41.106,281.06,29.69,0.646,0,0.0,22.3,73.24,0
Chicken,CH_028,16,40.881,276.97,32.29,0.614,0,0.0,22.1,67.99,0
Chicken,CH_028,17,40.927,278.97,30.04,0.546,0,0.0,21.24,52.28,0
Chicken,CH_028,18,40.863,279.28,28.64,0.636,0,0.0,18.46,66.85,0
Chicken,CH_028,19,42.156,330.22,42.49,0.291,3,2.39,23.24,64.4,1
Chicken,CH_028,20,40.766,278.91,28.41,0.707,0,0.0,20.2,47.35,0
Chicken,CH_028,21,41.911,331.45,40.26,0.47,4,0.0,21.09,55.64,1
Chicken,CH_028,22,41.91,341.65,39.48,0.336,4,0.0,24.01,57.83,1
Chicken,CH_028,23,42.211,332.39,37.65,0.47,2,0.0,24.24,55.38,1
Chicken,CH_028,24,40.996,280.4,30.73,0.636,0,0.0,26.94,52.85,0
Chicken,CH_028,25,40.872,281.96,31.69,0.716,2,0.0,27.89,57.53,0
Chicken,CH_028,26,41.049,276.65,32.56,0.635,0,0.0,29.98,60.01,0
Chicken,CH_028,27,42.21,336.41,43.05,0.394,5,0.0,32.21,71.7,1
Chicken,CH_028,28,42.15,336.48,41.45,0.358,2,0.0,33.01,69.58,1
Chicken,CH_028,29,42.154,335.01,40.58,0.227,4,0.0,34.02,70.78,1
Chicken,CH_028,30,42.102,341.36,40.53,0.228,1,0.0,31.68,64.18,1
Chicken,CH_028,31,41.948,337.3,41.83,0.447,1,0.0,32.62,73.8,1
Chicken,CH_028,32,42.401,339.46,42.65,0.364,2,0.0,31.68,70.88,1
Chicken,CH_028,33,40.909,279.74,28.17,0.637,0,2.71,31.8,75.66,0
Chicken,CH_028,34,42.081,341.74,41.92,0.365,3,0.0,30.17,71.62,1
Chicken,CH_028,35,41.007,278.13,32.17,0.684,0,1.18,27.78,65.62,0
Chicken,CH_028,36,40.915,280.96,30.52,0.623,0,0.0,25.98,69.8,0
Chicken,CH_028,37,41.026,281.84,31.03,0.65,1,0.79,27.01,77.81,0
Chicken,CH_028,38,41.084,278.97,30.74,0.612,0,0.0,24.62,62.71,0
Chicken,CH_028,39,40.934,280.49,30.84,0.668,0,0.0,22.26,66.62,0
Chicken,CH_028,40,41.698,330.04,39.67,0.282,5,0.0,21.23,69.84,1
Chicken,CH_028,41,41.669,337.28,37.56,0.372,2,0.2,21.38,58.67,1
Chicken,CH_028,42,42.359,333.79,40.05,0.468,2,0.0,22.3,59.54,1
Chicken,CH_028,43,42.054,332.69,38.64,0.358,3,0.0,23.7,48.18,1
Chicken,CH_028,44,41.913,333.88,39.94,0.349,1,0.0,22.04,57.88,1
Chicken,CH_028,45,40.85,279.81,30.09,0.71,0,0.06,22.81,58.12,0
Chicken,CH_028,46,41.467,327.48,35.57,0.412,3,0.0,23.88,54.94,1
Chicken,CH_028,47,42.116,328.59,38.79,0.306,10,0.0,24.51,50.51,1
Chicken,CH_028,48,42.177,337.97,43.99,0.359,0,0.0,29.29,56.43,1
Chicken,CH_028,49,41.795,331.38,40.32,0.378,0,0.0,29.56,57.17,1
Chicken,CH_028,50,41.942,335.22,40.55,0.398,2,0.0,32.03,52.95,1
Chicken,CH_028,51,42.189,337.75,37.32,0.458,1,0.0,29.57,66.32,1
Chicken,CH_028,52,42.393,331.21,39.64,0.308,3,0.0,31.95,54.26,1
Chicken,CH_028,53,42.263,340.38,42.2,0.489,3,0.0,32.54,68.06,1
Chicken,CH_028,54,41.058,283.15,33.67,0.65,0,0.0,32.78,64.57,0
Chicken,CH_028,55,40.966,284.71,32.47,0.657,0,0.0,31.77,72.83,0
Chicken,CH_028,56,42.003,338.57,37.09,0.368,3,1.15,31.5,72.31,1
Chicken,CH_028,57,42.001,336.84,41.79,0.392,4,0.0,30.39,71.57,1
Chicken,CH_028,58,41.611,337.36,39.08,0.28,1,0.0,28.7,75.51,1
Chicken,CH_028,59,42.366,334.95,39.55,0.392,1,0.0,29.72,86.33,1
Chicken,CH_028,60,42.075,338.52,38.36,0.347,0,0.0,27.5,81.97,1
Chicken,CH_028,61,41.598,337.66,43.81,0.403,0,0.0,23.28,73.54,1
Chicken,CH_028,62,40.893,278.37,28.73,0.69,0,0.0,23.2,77.6,0
Chicken,CH_028,63,40.821,277.14,29.86,0.575,0,0.0,24.47,61.34,0
Chicken,CH_028,64,41.97,335.42,39.71,0.371,5,0.0,22.31,61.27,1
Chicken,CH_028,65,42.059,332.93,39.11,0.49,2,0.0,20.77,63.31,1
Chicken,CH_028,66,40.923,280.18,29.79,0.673,2,0.0,20.4,64.4,0
Chicken,CH_028,67,41.751,331.5,40.6,0.379,5,0.0,21.06,67.25,1
Chicken,CH_028,68,41.924,341.81,40.77,0.354,4,0.0,22.04,66.31,1
Chicken,CH_028,69,41.417,339.13,42.28,0.413,1,0.0,23.29,48.44,1
Chicken,CH_028,70,40.973,281.31,31.32,0.669,1,0.0,25.2,55.39,0
Chicken,CH_028,71,40.926,279.28,30.27,0.685,1,0.0,25.85,53.1,0
Chicken,CH_029,0,42.343,343.51,36.86,0.477,1,2.44,27.7,61.33,1
Chicken,CH_029,1,42.329,340.28,41.9,0.416,2,2.5,29.47,55.74,1
Chicken,CH_029,2,42.317,337.2,42.12,0.411,3,4.15,28.63,50.44,1
Chicken,CH_029,3,42.451,337.59,41.01,0.381,3,1.49,30.04,66.88,1
Chicken,CH_029,4,42.584,333.78,40.77,0.396,4,1.76,31.67,63.74,1
Chicken,CH_029,5,42.61,338.49,39.46,0.289,2,0.05,31.28,65.48,1
Chicken,CH_029,6,41.347,279.7,33.09,0.604,0,2.33,32.53,62.51,0
Chicken,CH_029,7,41.389,285.08,31.55,0.639,1,0.0,33.13,69.58,0
Chicken,CH_029,8,41.455,285.68,32.67,0.613,1,4.25,31.88,80.55,0
Chicken,CH_029,9,41.51,285.81,30.65,0.55,1,0.0,31.83,75.5,0
Chicken,CH_029,10,42.361,339.01,41.24,0.4,4,2.8,29.91,69.65,1
Chicken,CH_029,11,42.345,338.85,41.11,0.478,3,1.77,31.1,80.84,1
Chicken,CH_029,12,41.348,280.06,29.3,0.625,0,4.24,26.05,82.27,0
Chicken,CH_029,13,42.241,336.52,42.4,0.366,3,1.13,24.89,66.86,1
Chicken,CH_029,14,42.313,340.39,38.96,0.416,2,3.64,24.32,73.14,1
Chicken,CH_029,15,42.23,344.03,42.52,0.324,2,2.68,23.16,73.94,1
Chicken,CH_029,16,42.256,337.21,37.55,0.415,3,1.57,20.31,58.38,1
Chicken,CH_029,17,42.3,337.26,38.99,0.308,1,0.0,19.93,67.61,1
Chicken,CH_029,18,42.356,331.84,40.74,0.364,1,1.32,20.13,51.79,1
Chicken,CH_029,19,41.218,282.93,28.65,0.678,0,3.98,21.3,62.44,0
Chicken,CH_029,20,42.006,337.54,39.17,0.423,3,3.51,22.71,53.55,1
Chicken,CH_029,21,42.235,336.5,40.81,0.4,4,3.56,22.31,46.44,1
Chicken,CH_029,22,42.224,331.32,39.29,0.407,4,3.18,26.26,54.88,1
Chicken,CH_029,23,42.062,336.98,38.65,0.345,3,0.22,24.61,64.04,1
Chicken,CH_029,24,42.171,338.51,36.31,0.283,2,2.29,28.08,58.21,1
Chicken,CH_029,25,41.468,282.51,29.39,0.614,0,0.0,29.21,54.78,0
Chicken,CH_029,26,41.385,280.87,30.4,0.723,0,1.32,29.91,60.41,0
Chicken,CH_029,27,41.407,282.26,30.95,0.587,0,2.39,32.17,57.07,0
Chicken,CH_029,28,41.248,281.86,31.63,0.729,0,1.55,33.23,71.42,0
Chicken,CH_029,29,41.6,281.7,31.84,0.683,0,0.0,34.38,74.33,0
Chicken,CH_029,30,42.407,337.74,41.21,0.371,2,2.42,32.96,69.09,1
Chicken,CH_029,31,41.494,285.5,31.74,0.67,0,3.25,32.42,72.08,0
Chicken,CH_029,32,42.531,338.72,38.74,0.366,3,5.12,32.86,68.96,1
Chicken,CH_029,33,42.937,339.69,35.35,0.39,7,0.25,31.55,78.74,1
Chicken,CH_029,34,41.404,282.81,31.22,0.626,0,1.21,29.93,76.57,0
Chicken,CH_029,35,41.496,278.74,31.6,0.621,0,1.87,28.27,73.48,0
Chicken,CH_029,36,41.372,284.37,31.05,0.792,0,2.74,27.68,64.75,0
Chicken,CH_029,37,41.309,280.0,31.66,0.595,0,7.02,26.18,73.09,0
Chicken,CH_029,38,41.404,278.65,32.71,0.683,0,3.69,24.69,68.72,0
Chicken,CH_029,39,42.115,342.61,37.04,0.305,2,2.01,23.82,71.81,1
Chicken,CH_029,40,41.219,282.15,29.23,0.557,0,1.45,21.98,68.22,0
Chicken,CH_029,41,41.225,278.05,29.77,0.644,0,0.32,21.34,71.24,0
Chicken,CH_029,42,41.085,281.1,30.2,0.649,0,2.17,20.36,66.78,0
Chicken,CH_029,43,42.267,334.66,40.89,0.386,3,3.72,21.42,55.65,1
Chicken,CH_029,44,41.185,282.9,29.41,0.567,0,3.21,22.49,62.1,0
Chicken,CH_029,45,41.245,281.45,30.54,0.661,0,0.0,22.24,55.6,0
Chicken,CH_029,46,41.427,280.83,30.4,0.728,0,1.7,23.44,54.59,0
Chicken,CH_029,47,41.288,277.96,30.01,0.68,1,1.84,26.33,54.4,0
Chicken,CH_029,48,41.281,283.63,30.73,0.671,0,0.44,25.74,57.55,0
Chicken,CH_029,49,41.475,281.28,31.07,0.674,1,4.11,27.26,57.59,0
Chicken,CH_029,50,42.594,333.69,37.72,0.466,3,1.73,30.76,73.02,1
Chicken,CH_029,51,42.316,338.75,40.76,0.467,4,0.0,32.73,57.95,1
Chicken,CH_029,52,42.54,334.68,42.57,0.399,5,1.15,33.44,55.39,1
Chicken,CH_029,53,42.388,340.38,41.64,0.409,7,3.1,33.22,59.71,1
Chicken,CH_029,54,41.454,282.76,32.34,0.563,0,0.0,32.94,67.74,0
Chicken,CH_029,55,41.515,280.78,30.3,0.516,1,2.27,34.06,74.76,0
Chicken,CH_029,56,41.502,283.61,33.39,0.54,2,1.31,32.66,75.0,0
Chicken,CH_029,57,41.556,283.4,31.25,0.617,0,0.0,32.62,76.64,0
Chicken,CH_029,58,42.506,334.78,37.36,0.403,3,0.0,30.83,69.82,1
Chicken,CH_029,59,42.055,336.39,39.85,0.304,1,0.0,29.52,79.2,1
Chicken,CH_029,60,41.197,285.04,30.82,0.6,0,0.0,25.81,72.69,0
Chicken,CH_029,61,42.373,336.83,40.87,0.411,2,0.56,27.33,76.92,1
Chicken,CH_029,62,42.163,339.61,40.01,0.31,7,1.68,24.76,72.63,1
Chicken,CH_029,63,42.346,335.18,38.09,0.315,2,2.43,22.09,64.09,1
Chicken,CH_029,64,42.757,339.22,38.76,0.487,3,4.04,23.57,60.75,1
Chicken,CH_029,65,41.366,279.62,28.42,0.597,1,1.8,20.33,61.1,0
Chicken,CH_029,66,41.295,281.5,29.96,0.696,0,0.11,19.65,54.72,0
Chicken,CH_029,67,42.171,336.28,39.86,0.311,5,4.24,20.56,53.44,1
Chicken,CH_029,68,42.327,340.88,40.79,0.373,1,0.1,20.77,60.96,1
Chicken,CH_029,69,42.665,338.8,40.25,0.535,0,0.0,24.13,54.78,1
Chicken,CH_029,70,42.248,337.88,39.67,0.37,3,0.0,25.1,57.56,1
Chicken,CH_029,71,42.458,340.34,41.57,0.467,1,2.28,26.29,58.08,1
Chicken,CH_030,0,41.296,278.92,34.94,0.606,1,8.5,26.01,54.57,0
Chicken,CH_030,1,41.577,279.87,33.36,0.715,0,7.37,29.44,57.29,0
Chicken,CH_030,2,41.432,275.87,34.06,0.618,0,7.72,30.55,55.02,0
Chicken,CH_030,3,42.846,337.23,44.04,0.392,3,7.3,31.35,58.11,1
Chicken,CH_030,4,42.706,333.21,43.52,0.339,1,6.86,31.44,64.19,1
Chicken,CH_030,5,42.639,333.61,41.59,0.449,4,11.05,34.05,72.97,1
Chicken,CH_030,6,42.364,335.82,42.41,0.387,3,6.61,34.18,69.58,1
Chicken,CH_030,7,42.4,333.2,43.74,0.355,4,6.42,32.09,70.47,1
Chicken,CH_030,8,41.522,280.51,32.02,0.604,0,6.12,34.62,68.77,0
Chicken,CH_030,9,41.51,275.95,32.39,0.604,0,3.89,29.73,78.01,0
Chicken,CH_030,10,41.693,278.76,33.81,0.654,0,4.78,29.98,74.03,0
Chicken,CH_030,11,41.427,277.67,33.55,0.635,0,7.63,27.07,77.58,0
Chicken,CH_030,12,42.354,334.27,42.73,0.467,5,5.91,27.21,66.02,1
Chicken,CH_030,13,42.151,334.61,40.61,0.435,2,9.18,24.33,78.9,1
Chicken,CH_030,14,41.386,278.62,33.38,0.626,1,8.2,25.11,67.3,0
Chicken,CH_030,15,41.248,277.82,31.27,0.726,0,9.73,21.98,69.87,0
Chicken,CH_030,16,41.353,276.82,32.74,0.603,0,4.5,21.56,61.01,0
Chicken,CH_030,17,42.295,340.24,39.81,0.388,0,5.35,19.46,65.77,1
Chicken,CH_030,18,42.287,331.77,39.04,0.422,2,6.65,19.55,63.48,1
Chicken,CH_030,19,41.301,273.89,33.89,0.583,0,4.05,21.05,54.79,0
Chicken,CH_030,20,42.49,336.93,39.49,0.314,2,5.74,20.68,62.46,1
Chicken,CH_030,21,42.529,335.28,39.14,0.28,3,6.74,23.05,52.24,1
Chicken,CH_030,22,42.415,330.44,42.96,0.389,2,3.22,23.03,61.97,1
Chicken,CH_030,23,41.351,279.01,33.15,0.628,0,5.28,25.47,61.44,0
Chicken,CH_030,24,42.674,333.11,42.36,0.383,1,4.66,27.66,59.34,1
Chicken,CH_030,25,42.584,328.31,43.27,0.479,3,8.87,29.42,55.7,1
Chicken,CH_030,26,42.328,335.46,43.38,0.372,1,6.0,29.82,61.8,1
Chicken,CH_030,27,42.428,336.11,42.07,0.374,4,4.9,30.78,53.34,1
Chicken,CH_030,28,41.532,278.84,33.03,0.588,0,7.15,32.62,62.92,0
Chicken,CH_030,29,42.199,327.24,45.91,0.494,2,7.03,32.25,74.47,1
Chicken,CH_030,30,42.739,338.62,42.32,0.384,6,6.32,33.53,68.31,1
Chicken,CH_030,31,42.545,333.0,42.28,0.381,3,6.94,33.28,74.96,1
Chicken,CH_030,32,42.448,331.74,44.99,0.376,1,5.86,32.85,66.35,1
Chicken,CH_030,33,41.502,278.06,34.0,0.684,0,10.94,30.16,73.34,0
Chicken,CH_030,34,41.578,278.66,32.45,0.595,0,2.49,31.76,80.94,0
Chicken,CH_030,35,41.425,283.16,34.29,0.586,0,1.68,28.08,64.55,0
Chicken,CH_030,36,41.615,274.69,33.4,0.651,0,3.87,27.1,78.56,0
Chicken,CH_030,37,41.345,277.14,33.01,0.628,0,7.23,26.27,76.76,0
Chicken,CH_030,38,41.403,273.86,31.95,0.587,0,8.52,25.02,68.99,0
Chicken,CH_030,39,41.348,277.47,33.66,0.637,0,7.11,24.08,67.72,0
